Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS
Sun Mar 31 2024,9:00p,Utah Jazz,,Sacramento Kings,
Mon Apr 1 2024,7:00p,Boston Celtics,,Charlotte Hornets,
Mon Apr 1 2024,7:00p,Memphis Grizzlies,,Detroit Pistons,
Mon Apr 1 2024,7:00p,Brooklyn Nets,,Indiana Pacers,
Mon Apr 1 2024,7:00p,Portland Trail Blazers,,Orlando Magic,
Mon Apr 1 2024,8:00p,Atlanta Hawks,,Chicago Bulls,
Mon Apr 1 2024,8:00p,Phoenix Suns,,New Orleans Pelicans,
Tue Apr 2 2024,7:00p,Oklahoma City Thunder,,Philadelphia 76ers,
Tue Apr 2 2024,7:00p,Los Angeles Lakers,,Toronto Raptors,
Tue Apr 2 2024,7:00p,Milwaukee Bucks,,Washington Wizards,
Tue Apr 2 2024,7:30p,Golden State Warriors,,Dallas Mavericks,
Tue Apr 2 2024,7:30p,New York Knicks,,Miami Heat,
Tue Apr 2 2024,8:00p,Houston Rockets,,Minnesota Timberwolves,
Tue Apr 2 2024,9:00p,San Antonio Spurs,,Denver Nuggets,
Tue Apr 2 2024,9:00p,Cleveland Cavaliers,,Utah Jazz,
Tue Apr 2 2024,10:00p,Los Angeles Clippers,,Sacramento Kings,
Wed Apr 3 2024,7:00p,Portland Trail Blazers,,Charlotte Hornets,
Wed Apr 3 2024,7:00p,Los Angeles Lakers,,Washington Wizards,
Wed Apr 3 2024,7:30p,Detroit Pistons,,Atlanta Hawks,
Wed Apr 3 2024,7:30p,Oklahoma City Thunder,,Boston Celtics,
Wed Apr 3 2024,7:30p,Indiana Pacers,,Brooklyn Nets,
Wed Apr 3 2024,7:30p,Memphis Grizzlies,,Milwaukee Bucks,
Wed Apr 3 2024,8:00p,Toronto Raptors,,Minnesota Timberwolves,
Wed Apr 3 2024,8:00p,Orlando Magic,,New Orleans Pelicans,
Wed Apr 3 2024,10:00p,Cleveland Cavaliers,,Phoenix Suns,
Thu Apr 4 2024,7:30p,Philadelphia 76ers,,Miami Heat,
Thu Apr 4 2024,7:30p,Sacramento Kings,,New York Knicks,
Thu Apr 4 2024,8:00p,Golden State Warriors,,Houston Rockets,
Thu Apr 4 2024,10:00p,Denver Nuggets,,Los Angeles Clippers,
Fri Apr 5 2024,7:00p,Orlando Magic,,Charlotte Hornets,
Fri Apr 5 2024,7:00p,Oklahoma City Thunder,,Indiana Pacers,
Fri Apr 5 2024,7:00p,Portland Trail Blazers,,Washington Wizards,
Fri Apr 5 2024,7:30p,Sacramento Kings,,Boston Celtics,
Fri Apr 5 2024,8:00p,New York Knicks,,Chicago Bulls,
Fri Apr 5 2024,8:00p,Miami Heat,,Houston Rockets,
Fri Apr 5 2024,8:00p,Detroit Pistons,,Memphis Grizzlies,
Fri Apr 5 2024,8:00p,Toronto Raptors,,Milwaukee Bucks,
Fri Apr 5 2024,8:00p,San Antonio Spurs,,New Orleans Pelicans,
Fri Apr 5 2024,8:30p,Atlanta Hawks,,Dallas Mavericks,
Fri Apr 5 2024,10:00p,Minnesota Timberwolves,,Phoenix Suns,
Fri Apr 5 2024,10:30p,Utah Jazz,,Los Angeles Clippers,
Sat Apr 6 2024,3:30p,Cleveland Cavaliers,,Los Angeles Lakers,
Sat Apr 6 2024,7:00p,Detroit Pistons,,Brooklyn Nets,
Sat Apr 6 2024,8:00p,Philadelphia 76ers,,Memphis Grizzlies,
Sat Apr 6 2024,9:00p,Atlanta Hawks,,Denver Nuggets,
Sun Apr 7 2024,3:30p,Houston Rockets,,Dallas Mavericks,
Sun Apr 7 2024,3:30p,Cleveland Cavaliers,,Los Angeles Clippers,
Sun Apr 7 2024,5:00p,Miami Heat,,Indiana Pacers,
Sun Apr 7 2024,6:00p,Portland Trail Blazers,,Boston Celtics,
Sun Apr 7 2024,6:00p,Oklahoma City Thunder,,Charlotte Hornets,
Sun Apr 7 2024,6:00p,Chicago Bulls,,Orlando Magic,
Sun Apr 7 2024,6:00p,New Orleans Pelicans,,Phoenix Suns,
Sun Apr 7 2024,6:00p,Washington Wizards,,Toronto Raptors,
Sun Apr 7 2024,7:00p,New York Knicks,,Milwaukee Bucks,
Sun Apr 7 2024,7:00p,Philadelphia 76ers,,San Antonio Spurs,
Sun Apr 7 2024,7:30p,Sacramento Kings,,Brooklyn Nets,
Sun Apr 7 2024,8:30p,Utah Jazz,,Golden State Warriors,
Sun Apr 7 2024,10:00p,Minnesota Timberwolves,,Los Angeles Lakers,
Tue Apr 9 2024,7:00p,Dallas Mavericks,,Charlotte Hornets,
Tue Apr 9 2024,7:00p,Detroit Pistons,,Philadelphia 76ers,
Tue Apr 9 2024,7:00p,Indiana Pacers,,Toronto Raptors,
Tue Apr 9 2024,7:30p,Miami Heat,,Atlanta Hawks,
Tue Apr 9 2024,7:30p,Boston Celtics,,Milwaukee Bucks,
Tue Apr 9 2024,8:00p,New York Knicks,,Chicago Bulls,
Tue Apr 9 2024,8:00p,Orlando Magic,,Houston Rockets,
Tue Apr 9 2024,8:00p,San Antonio Spurs,,Memphis Grizzlies,
Tue Apr 9 2024,8:00p,Washington Wizards,,Minnesota Timberwolves,
Tue Apr 9 2024,8:00p,Sacramento Kings,,Oklahoma City Thunder,
Tue Apr 9 2024,9:00p,Denver Nuggets,,Utah Jazz,
Tue Apr 9 2024,10:00p,Golden State Warriors,,Los Angeles Lakers,
Tue Apr 9 2024,10:00p,Los Angeles Clippers,,Phoenix Suns,
Tue Apr 9 2024,10:00p,New Orleans Pelicans,,Portland Trail Blazers,
Wed Apr 10 2024,7:00p,Memphis Grizzlies,,Cleveland Cavaliers,
Wed Apr 10 2024,7:30p,Charlotte Hornets,,Atlanta Hawks,
Wed Apr 10 2024,7:30p,Toronto Raptors,,Brooklyn Nets,
Wed Apr 10 2024,7:30p,Dallas Mavericks,,Miami Heat,
Wed Apr 10 2024,8:00p,Orlando Magic,,Milwaukee Bucks,
Wed Apr 10 2024,8:00p,San Antonio Spurs,,Oklahoma City Thunder,
Wed Apr 10 2024,10:00p,Minnesota Timberwolves,,Denver Nuggets,
Wed Apr 10 2024,10:30p,Phoenix Suns,,Los Angeles Clippers,
Thu Apr 11 2024,7:00p,Chicago Bulls,,Detroit Pistons,
Thu Apr 11 2024,7:30p,New York Knicks,,Boston Celtics,
Thu Apr 11 2024,9:00p,Houston Rockets,,Utah Jazz,
Thu Apr 11 2024,10:00p,Golden State Warriors,,Portland Trail Blazers,
Thu Apr 11 2024,10:00p,New Orleans Pelicans,,Sacramento Kings,
Fri Apr 12 2024,7:00p,Orlando Magic,,Philadelphia 76ers,
Fri Apr 12 2024,7:00p,Chicago Bulls,,Washington Wizards,
Fri Apr 12 2024,7:30p,Charlotte Hornets,,Boston Celtics,
Fri Apr 12 2024,7:30p,Indiana Pacers,,Cleveland Cavaliers,
Fri Apr 12 2024,7:30p,Brooklyn Nets,,New York Knicks,
Fri Apr 12 2024,8:00p,Los Angeles Lakers,,Memphis Grizzlies,
Fri Apr 12 2024,8:00p,Toronto Raptors,,Miami Heat,
Fri Apr 12 2024,8:00p,Atlanta Hawks,,Minnesota Timberwolves,
Fri Apr 12 2024,8:00p,Milwaukee Bucks,,Oklahoma City Thunder,
Fri Apr 12 2024,8:00p,Denver Nuggets,,San Antonio Spurs,
Fri Apr 12 2024,8:30p,Detroit Pistons,,Dallas Mavericks,
Fri Apr 12 2024,10:00p,New Orleans Pelicans,,Golden State Warriors,
Fri Apr 12 2024,10:00p,Houston Rockets,,Portland Trail Blazers,
Fri Apr 12 2024,10:30p,Utah Jazz,,Los Angeles Clippers,
Fri Apr 12 2024,10:30p,Phoenix Suns,,Sacramento Kings,
Sun Apr 14 2024,1:00p,Washington Wizards,,Boston Celtics,
Sun Apr 14 2024,1:00p,Charlotte Hornets,,Cleveland Cavaliers,
Sun Apr 14 2024,1:00p,Atlanta Hawks,,Indiana Pacers,
Sun Apr 14 2024,1:00p,Toronto Raptors,,Miami Heat,
Sun Apr 14 2024,1:00p,Chicago Bulls,,New York Knicks,
Sun Apr 14 2024,1:00p,Milwaukee Bucks,,Orlando Magic,
Sun Apr 14 2024,1:00p,Brooklyn Nets,,Philadelphia 76ers,
Sun Apr 14 2024,3:30p,Utah Jazz,,Golden State Warriors,
Sun Apr 14 2024,3:30p,Houston Rockets,,Los Angeles Clippers,
Sun Apr 14 2024,3:30p,Denver Nuggets,,Memphis Grizzlies,
Sun Apr 14 2024,3:30p,Phoenix Suns,,Minnesota Timberwolves,
Sun Apr 14 2024,3:30p,Los Angeles Lakers,,New Orleans Pelicans,
Sun Apr 14 2024,3:30p,Dallas Mavericks,,Oklahoma City Thunder,
Sun Apr 14 2024,3:30p,Portland Trail Blazers,,Sacramento Kings,
Sun Apr 14 2024,3:30p,Detroit Pistons,,San Antonio Spurs,
